Company Name,size,employees_count,followers,founded,description
AC Laser,50,0,0,1991,Our state of the art facility operates 24 7 specialising in Laser Cutting and Fabrication We have the nproduction capacity to meet every project and deadline nOur in house services enable us to prioritise urgent jobs to nensure your project stays on track n nAs a family owned business relationships are paramount nOur friendly committed team are ready to help with every step nof your profile cutting project so you get an outstanding result nWe ve worked hard to become a market leader We ll continue to invest in state of the art equipment technology and facilities to stay a cut above the rest
AC Whalan Company Pty Ltd,200,31,580,1939,A C Whalan Company Pty Limited is the largest supplier of Underground Mining Tunneling Air Water reticulation systems along the eastern seaboard of Australia An Australian family owned and operated company r n r nA C Whalan specialises in the design supply installation of piping systems providing piping solutions to the Mining Industrial and Civil industries thorough out Australia with locations in Lithgow Singleton Gunnedah Mackay and Emerald r n r nEstablished in 1939 A C Whalan has continued to grow by providing their customers with great service extensive product knowledge and will continue to lead the market by providing new innovative products for the Mining Industrial and Civil industries
ACA Training,10,2,25,2020,Training company for the drilling industry with an interactive assessment app which allows for remote assessments n nWith a combined industry experience of over 50 years ACA Training is perfectly positioned to ensure that you receive top quality drilling industry training and gain the results you deserve n nAll our courses are designed to achieve the desired outcomes with minimal disruption to the drilling process n nOur goal is to provide a user friendly quality service with total flexibility to accommodate what ever you want If the educational rules allow it You can have it n nLooking for an Accredited Training solution that is smooth and transparent for you and your team Click the link below to find out more information about ACA Training n n https www aca training com au n nWant to learn more Check out some of our videos for how ACA Training works n n https www youtube com channel UCMfV5dOH2s3svZ HiGJd7bQ videos
ACC Industrial,10,0,3,2017,ACC Industrial is a WA based supply service company with no red tape and we understand the importance of quick supply and service n nPRODUCTS nHydraulic Fittings Components nInstrumentation nLubrication Equipment nMobile Equipment Parts nPneumatic Fittings Tube nPumps Oil Grease nPumps Water Chemical nRefueling Equipment Parts nStandard Hose and Fittings nValves Flow Control n nSERVICES nService Truck Water Truck fit outs nMobile equipment repairs upgrades n nBRANDS nGraco Alemlube MacNaught Parker SMC Wilden Hydra Flo Banlaw Wiggins Flomax Beka Cox Klein Samoa Alfa Southern Cross Alemite n
ACH Minerals,10,0,0,3000,ACH Minerals has been established for the purpose of an exploration farm in and possible subsequent Joint Venture Agreement with ASX listed Silver Lake Resources Ltd on the Great Southern Project The project is located between Ravensthorpe and Hopetoun in the south of Western Australia approximately 525km by road from Perth Key highlights of the investment opportunity for ACH Minerals are r n r nA mineral inventory at two deposits Kundip and Trilogy as follows r n 1Moz of gold and 10Moz of silver r n 200Mlbs of copper and r n 440Mlbs of combined lead zinc r n r nSound economic indicators including access to infrastructure workforce and suppliers r nNear term production ability with JORC 2004 Mineral Resources and Ore Reserves reported by a previous owner prior to Silver Lake ownership r n r nMultiple exploration targets particularly at depth on the existing deposits showing favourable widths grades indicating potentially low discovery costs r n r nThe transaction with Silver Lake is now unconditional and settlement has occurred ACH Minerals is the manager and operator of the Project during the Farm In period Please refer to Silver Lake s ASX announcement for more detail on the deal terms and conditions
ACH Nickel,10,4,55,2013,ACH Global is a private firm established to review opportunities and acquire assets in the mineral resources sector The preferred investment targets are those assets that host an initial mineral resource or as a minimum have received sufficient drilling to enable a preliminary resource to be estimated To maintain a diversified approach to the investment and development portfolios both earlier stage and more mature opportunities will be considered on their merits r n r nWe welcome proposals from interested parties who own or have rights to investment opportunities that align with our goals and objectives
ACI Industrial Minerals,0,0,0,3000,Not Provided
ACRbending All,0,0,0,3000,ACRbending All is a mining metals company based out of 6 Finance Pl Malaga Australia
ACS Collective,1,0,4,2016,ACS Collective provides support in the key areas of Management systems assurance governance project management and support services
ACT Engineers Pty Ltd,10,2,31,2013,ACT Engineers is a Perth based company that provides structural engineering design and supply of high quality structural steel from a range of suppliers based locally and overseas at a competitive price With key personnel combined experience of more than 30 years in the field of structural engineering ACT Engineers strive to ensure that clients are satisfied with the service provided
