ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,GEOLOGIC_AGE,DEPOSIT_MODEL_ENVIRONMENT,DEPOSIT_MODEL_GROUP,DEPOSIT_MODEL_TYPE,PROVINCES,IGNEOUS,METALLOGENIC,SEDIMENTARY,TECTONIC
335519,Southdown,Wellstead,WA,118.5018,-34.5369,mineral deposit,FeOre,Fe,"Iron ore, (Iron)","Grange Resources Ltd, Kobe Steel Group, Sojitz Corporation",,,,,,,,"Bremer Paleovalley,Eucla Basin","Albany-Fraser Orogen,Biranup Zone,Central Australian Element"
335522,Duck Hill,,WA,122.2718,-29.5159,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Murchison Metals Ltd,Cenozoic,,,,"Yilgarn Craton, Eastern Goldfields Province",,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
335523,Yabbie,,NSW,142.5,-33.52,mineral deposit,"Rt, Zrn, Ilm, Leu",,"Rutile, Zircon, Ilmenite, Leucoxene",Tronox Limited,,Erosional,Placer,Heavy mineral sands,Murray Basin,,,"Berri Basin,Darling Basin,Murray Basin","Delamerian Orogen,Tasman Element"
335524,Mangoola,"Anvil Hill, Great Northern, Hunter Great Northern",NSW,150.67,-32.2968,operating mine,Cbl,,Coal - black,Glencore Plc,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
335526,Bendigo - Kangaroo Flat,Bendigo Project,VIC,144.2606,-36.7948,under development,Au,,Gold,"GBM Gold Limited, Unity Mining Limited",,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
335527,Rising Tide,Burnside Project,NT,131.4252,-13.4491,mineral deposit,Au,,Gold,"Crocodile Gold Corporation, PNX Metals Limited",Paleoproterozoic,,,,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen"
335530,Flynns Creek,,VIC,146.65,-38.24,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,Cenozoic,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
335531,Hummock Hill Island,Wild Cattle Island,QLD,151.5,-24.0268,mineral deposit,"Rt, Zrn, Ilm",,"Rutile, Zircon, Ilmenite",Department of Natural Resources and Mines,,,,,New England Orogen,,,,"New England Orogen,Tasman Element,Wandilla Province"
335532,Maxwell (Drayton),Saddlers Creek,NSW,150.9113,-32.3473,care and maintenance,Cbl,,Coal - black,"Anglo American Plc, Malabar Coal Limited",,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
335534,Anglesea,"Angahook, Jan Juc",VIC,144.17,-38.3918,closed,Cbr,,Coal - brown,"Alcoa, Department of Primary Industries",Cenozoic,,,,Otway Basin,,,"Otway Basin,Selwyn Province,Torquay Sub-basin","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
335535,OK Decline,Norseman Project,WA,121.7849,-32.2186,mineral deposit,Au,,Gold,Norseman Gold PLC,Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335536,Wilkie Creek,"Braemar, Macalister, Tarcoola",QLD,150.9608,-27.0423,closed,Cbl,,Coal - black,Peabody Energy Corp.,,,,,Surat Basin,,,Surat Basin,"New England Orogen,Tasman Element,Yarrol Province"
335537,Zoe,,WA,117.9177,-23.4371,mineral deposit,Au,,Gold,Sipa Resources Ltd,,,,,,Warakurna Large Igneous Province,,"Ashburton Basin,Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
335539,Tunkillia,,SA,134.7598,-31.2285,mineral deposit,"Au, Ag",,"Gold, Silver",Barton Gold Holdings Ltd,Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Gawler Craton,,,,"Gawler Craton,South Australian Element"
335540,Flag - Kundip,Great Southern Project,WA,120.2002,-33.685,historic mine,"Au, Cu, Ag",,"Gold, Copper, Silver",Medallion Metals Limited,Archean,,,,"Yilgarn Craton, Southern Cross Province",,Ravensthorpe Nickel Metallogenic Province,,"Albany-Fraser Orogen,Central Australian Element,Northern Foreland,Yilgarn Craton"
335541,Callies,Grosvenor Gold Project,WA,118.3551,-25.3388,mineral deposit,Au,,Gold,"Westgold Resources Limited, Resource and Investment NL",Proterozoic,,,,Yilgarn Craton,Warakurna Large Igneous Province,,"Bryah Basin,Padbury Basin","West Australian Element,Yilgarn Craton"
335542,Cundaline Gap,,WA,120.2333,-20.5833,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Itochu Corporation,,,,,Pilbara Craton,,,,"Pilbara Craton,West Australian Element"
335546,Genesis,Lawlers Project,WA,120.497,-27.9784,historic mine,Au,,Gold,Gold Fields Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335548,Weld Range Nickel,"Parks Reef, Range Well",WA,117.741,-26.8199,mineral deposit,"Ni, Co, Fe, Au, Pt, Pd, PGE, Cr",,"Nickel, Cobalt, Iron, Gold, Platinum, Palladium, Platinum group elements, Chromium",Podium Minerals Ltd,Archean,,,,"Yilgarn Craton, Murchison Province, Weld Range PGE Metallogenic Province",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
335549,Marsden,,NSW,147.5428,-33.7374,mineral deposit,"Cu, Au",,"Copper, Gold",Evolution Mining Limited,Paleozoic,Magmatic hydrothermal,Porphyry,Porphyry copper ± gold,Lachlan Orogen,,,,"Eastern Province,Lachlan Orogen,Tasman Element"
335550,Mandilla,,WA,121.5184,-31.3748,mineral deposit,Au,,Gold,Astral Resources NL,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335551,Roe,,WA,118.1567,-20.8994,mineral deposit,Au,,Gold,De Grey Mining Limited,Archean,,,,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element"
335553,Eneabba,Central West,WA,115.2265,-29.9236,mineral deposit,"Cbl, Zrn, Ti",,"Coal - black, Zircon, Titanium","Westgen Pty Ltd, Aviva Corporation Ltd",,,,,Perth Basin,,,Perth Basin,"Pinjarra Element,Pinjarra Orogen"
335554,Broken Hill,"1130, Henry George, North Mine, Southern Operations",NSW,141.465,-31.9665,operating mine,"Zn, Pb, Cu","Ag, Au","Zinc, Lead, (Silver, Copper, Gold)",Perilya Limited,Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,Curnamona Province,,,,"Curnamona Province,South Australian Element"
335555,Golden Mile - associated deposits,,WA,121.5105,-30.784,historic mine,Au,,Gold,"Barrick Gold Corporation, Newmont Mining Corporation",Archean,,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335556,Mount Fisher Au,Mount Fisher Project,WA,121.4855,-26.846,historic mine,Au,,Gold,Rox Resources Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton"
335557,Mount Weld,,WA,122.5475,-28.86,operating mine,"REO, Y, Zrn, Ta2O5, P2O5, Y2O3, TiO2, Nb2O5, Ti, ZrO2, Phos, P, Ta","Nb, REE","Rare earth oxides, Yttrium, Zircon, (Niobium, Tantalum pentoxide, Phosphorus oxide, Yttrium oxide, Titanium dioxide, Niobium pentoxide, Titanium, Zirconia, Phosphate, Phosphorus, Tantalum, Rare earth elements)",Lynas Corporation Limited,Paleoproterozoic,Supergene,Laterite,Carbonatite laterite REE,"Yilgarn Craton, Eastern Goldfields Province",,,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
335559,Yakabindie,"Goliath, Six Mile",WA,120.5775,-27.4555,care and maintenance,"Ni, PGE","Cu, Co","Nickel, (Copper, Platinum group elements, Cobalt)",BHP Group Limited,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Mount Keith Nickel Metallogenic Province",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335560,Zeehan Mineral Field,"Montana (Sn), Oceana, Oonah, Queen Hill (Sn), Severn, Spray, Zeehan Slag Dumps",TAS,145.326,-41.872,historic mine,"Zn, In, Pb, Sb, Cu","Ag, Sn","Zinc, Indium, Lead, (Silver, Antimony, Copper, Tin)",Tartana Resources Ltd,,Magmatic hydrothermal,Vein,Vein polymetallic,"Delamerian Orogen, Dundas Trough",,Avebury Nickel Metallogenic Province,Thylacine Province,"Delamerian Orogen,Tasman Element"
335562,Cannington,,QLD,140.9199,-21.8658,operating mine,"Pb, Ag, Zn, Bi","Sb, Au","Lead, Silver, Zinc, (Antimony, Bismuth, Gold)",South32 Limited,Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,"Mount Isa Orogen, Soldiers Cap Domain, Cloncurry-Selwyn Zone",,,Eromanga Basin,"Kuridala-Selwyn Domain,Mount Isa Orogen,North Australian Element"
335565,Shepherd and Murphy,,TAS,146.0829,-41.4853,historic mine,"W, Sn, WO3, Bi",,"Tungsten, Tin, Tungsten trioxide (wolframite), Bismuth",Mazel Resources,,Magmatic hydrothermal,Skarn,Skarn tungsten ± Mo,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element"
335571,Alpha (Hancock),Tad's Corner,QLD,146.4239,-23.217,mineral deposit,Cbl,,Coal - black,"Hancock Prospecting Pty Ltd, GVK Power & Infrastructure, Hancock Coal",,,,,Galilee Basin,,,"Drummond Basin,Galilee Basin","Tasman Element,Thomson Orogen"
335572,Golden Plateau,Cracow,QLD,150.2931,-25.2821,historic mine,Au,,Gold,Aeris Resources Limited,,,,,Cracow Metallogenic Province,,,Bowen Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
335573,Wards Well-Lancewood,,QLD,147.9211,-21.5382,mineral deposit,Cbl,,Coal - black,"MITSUI & CO. (AUSTRALIA) LTD., BHP Group Limited",,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
335574,Monakoff,"Mount Margaret, Mt Margaret, Tinboll",QLD,140.6885,-20.625,care and maintenance,"Cu, Au, Co","U, Ag","Copper, Gold, (Uranium, Cobalt, Silver)","Comet Resources Ltd, Glencore Plc, Exco Resources Limited",Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Mount Isa Orogen, Cloncurry-Selwyn Zone",,,,"Mount Isa Orogen,North Australian Element,Soldiers Cap Domain"
335579,Nifty,,WA,121.5709,-21.6549,under development,Cu,,Copper,Cyprium Metals Ltd,Proterozoic,Basin hydrothermal,Sediment-hosted,Sediment-hosted copper ± Co,"Paterson Orogen, Yeneena Basin",Kalkarindji Igneous Province,,"Canning Basin,Yeneena Basin","Paterson Orogen,Rudall Province,West Australian Element"
335584,Golden Ant,Camel Creek Mine (Golden Ant),QLD,145.5625,-18.8169,historic mine,"Au, Sb, Ag",,"Gold, Antimony, Silver",Great Northern Minerals Limited,,,,,"Lachlan Orogen, Camel Creek Metallogenic Province",,,,"Broken River Province,Mossman Orogen,Tasman Element,Thomson Orogen"
335585,Glencoe,Burnside project,NT,131.504,-13.4397,historic mine,Au,,Gold,Patronus Resources,Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",,,,"North Australian Element,Pine Creek Orogen"
333673,Gambier Lass,Leonora - Mertondale Project,WA,121.464,-28.75,mineral deposit,Au,,Gold,Navigator Resources Limited,Archean,,,,"Yilgarn Craton, Darlot Gold Metallogenic Province, Eastern Goldfields Province",,,,"West Australian Element,Yilgarn Craton"
333675,Prominent Hill,Mt Woods,SA,135.5749,-29.72,operating mine,"Cu, Au",Ag,"Copper, Gold, (Silver)",BHP Group Limited,Proterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,"Gawler Craton, Mount Woods Domain",,,"Arckaringa Basin,Eromanga Basin","Gawler Craton,South Australian Element"
333676,Grafters,Kalgoorlie North Project,WA,121.2173,-30.1898,mineral deposit,Au,,Gold,Genesis Minerals Ltd,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333678,Puwanapi,Rainamatta Beach,NT,130.07,-11.74,mineral deposit,,,,MZI Resources Limited,,Erosional,Placer,Heavy mineral sands,,,,Money Shoal Basin,"North Australian Element,Pine Creek Orogen"
333679,Jasper Queen,Tuckabianna Project,WA,118.1179,-27.4063,historic mine,Au,,Gold,"Musgrave Minerals Ltd, Silver Lake Resources Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333680,Lewis - Reward,Burnakura Project,WA,118.4583,-27.0504,historic mine,Au,,Gold,"Monument Mining Limited, Kentor Gold Limited",Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
333681,Tuckabianna (West),Tuckabianna Project,WA,118.1168,-27.4867,historic mine,Au,,Gold,Silver Lake Resources Limited,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333682,Ballarat Gold Project,Ballarat Gold Project,VIC,143.8597,-37.5897,operating mine,Au,,Gold,Shen Yao Holdings Limited,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Hume Superprovince, Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province, Bendigo Zone",,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
333683,Ben Lomond,,QLD,146.3,-19.377,historic mine,U,"Mo, U3O8","Uranium, (Molybdenum, Uranium oxide)",IsoEnergy Ltd,,Magmatic hydrothermal,Epithermal,Epithermal uranium,"Lachlan Orogen, Charters Towers Province",,,,"Charters Towers Province,Tasman Element,Thomson Orogen"
333684,Captains Flat,Lake George,NSW,149.4346,-35.5862,historic mine,"Zn, Pb, Au, Ag, Cu, S",,"Zinc, Lead, Gold, Silver, Copper, Sulphur",Ironbark Gold Limited,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,"Lachlan Orogen, Lachlan Orogen, Hill End - Ngunnawal Province, Woodlawn Base Metal Metallogenic Province, Captains Flat - Goulburn Trough",,,,"Eastern Province,Lachlan Orogen,Tasman Element"
333687,Harbour Lights,Leonora Operations,WA,121.322,-28.8737,historic mine,Au,,Gold,Genesis Minerals Ltd,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333688,George Fisher,"Hilton, North Hilton",QLD,139.472,-20.5711,operating mine,"Zn, Pb","Ag, Cu","Zinc, Lead, (Silver, Copper)",Glencore Xstrata plc,Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,"Mount Isa Orogen, Leichhardt River Domain, Leichhardt River Fault Trough",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element"
333690,Mount Martin (gold),South Kalgoorlie Operations,WA,121.6825,-31.0128,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited",Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333691,Paddington,Paddington Project,WA,121.3437,-30.485,operating mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333693,Surveyor 1,,QLD,144.697,-18.7801,mineral deposit,"Pb, Au, Ag, Zn","Cu, Zeol","Lead, Gold, Silver, (Copper, Zinc, Zeolite)",Kagara Limited,,,,,"Balcooma Base Metal Metallogenic Province, Georgetown Block, Greenvale Province, Balcooma Subprovince",,,,"Greenvale Province,Tasman Element,Thomson Orogen"
333696,Huntly,,WA,116.1665,-32.5558,operating mine,Bx,"Al2O3, Sic","Bauxite, (Alumina, Silica)","Alcoa, Alcoa Incorporated, Alumina Limited",Cenozoic,Supergene,Laterite,Bauxite,"Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",,,,"West Australian Element,Yilgarn Craton"
333697,Skal,,QLD,139.462,-20.4331,mineral deposit,U,U3O8,"Uranium, (Uranium oxide)",Paladin Energy Limited,Proterozoic,Regional metasomatic,Alkali-calcic,Albitite-hosted uranium,"Mount Isa Orogen, Leichhardt River Fault Trough",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element"
333703,Aurukun,,QLD,141.8333,-13.3637,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)",Glencore Plc,Cenozoic,Supergene,Laterite,Bauxite,Carpentaria Basin,,,"Carpentaria Basin,Karumba Basin",North Australian Element
333704,Wild Cattle Creek,"Achillies, Biesldown, Lone Pine Workings, Lower Bielsdown",NSW,152.7203,-30.2256,mineral deposit,Au,"W, Sb","Gold, (Tungsten, Antimony)",Trigg Mining Limited,,Metamorphic hydrothermal,Orogenic,Epizonal orogenic antimony ± gold,"New England Orogen, Coffs Harbour Province",,,,"Coffs Harbour Province,New England Orogen,Tasman Element"
333705,Maules Creek,,NSW,150.1298,-30.5535,operating mine,Cbl,,Coal - black,Whitehaven Coal Limited,,,,,Gunnedah Basin,,,Gunnedah Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
333706,Felton,"Felton East, Felton West",QLD,151.6182,-27.7942,mineral deposit,Cbl,,Coal - black,Newmont Mining Corporation,,,,,Clarence-Moreton Basin,,,Clarence-Moreton Basin,"New England Orogen,Tasman Element,Woolomin Province"
333707,Cleveland,includes Foley Zone,TAS,145.385,-41.477,historic mine,"Sn, Cu, Mo, Bi","WO3, W","Tin, Copper, (Tungsten trioxide (wolframite), Molybdenum, Bismuth, Tungsten)",Elementos Limited,,Magmatic hydrothermal,Skarn,Skarn tin ± copper ± Mo,"Delamerian Orogen, Dundas Trough",,,Thylacine Province,"Delamerian Orogen,Tasman Element"
333708,Eureka - Bardoc,,WA,121.2546,-30.3269,under development,Au,,Gold,Javelin Minerals Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333709,Channar JV,,WA,117.7886,-23.2994,operating mine,"Fe, FeOre",,"Iron, Iron ore","Sinosteel Ocean Capital Pty Ltd, Rio Tinto Limited, HIsmelt",Archean,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
333715,Bannockburn,Thunderbox Project,WA,120.8934,-28.4587,historic mine,Au,,Gold,Saracen Mineral Holdings Limited,Archean,unknown,unknown,unknown,"Yilgarn Craton, Eastern Goldfields Province",,Mount Keith Nickel Metallogenic Province,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
333717,Smith Creek,,QLD,145.0286,-17.6213,historic mine,"W, Sn, Cu",,"Tungsten, Tin, Copper",MGT Resources Limited,,,,,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element"
333718,Jundee Gold Project,"Nimary, Nimone",WA,120.6041,-26.3725,operating mine,Au,,Gold,"Northern Star Resources Limited, Newmont Mining Corporation",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Terrane",Warakurna Large Igneous Province,,Carnegie Paleovalley,"West Australian Element,Yilgarn Craton"
333719,Redeemer,Agnew Gold Project,WA,120.4847,-28.0627,historic mine,Au,,Gold,Gold Fields Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Terrane",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333720,Westfield,"Arckaringa, coal to methanol plant",SA,134.0333,-28.2471,mineral deposit,Cbl,,Coal - black,"Altona Energy Plc, Altona Mining Limited",,,,,Arckaringa Basin,,,"Arckaringa Basin,Eromanga Basin,Officer Basin","Gawler Craton,South Australian Element"
333721,Claude Hills,Central Musgrave,SA,129.1756,-26.011,mineral deposit,"Ni, Co, Fe",,"Nickel, Cobalt, Iron",NICO Resources Ltd,Cenozoic,unknown,unknown,unknown,,Warakurna Large Igneous Province,,,"Central Australian Element,Musgrave Province"
333727,Rand North,Reedy's Project,WA,118.2709,-27.1177,historic mine,Au,,Gold,Reed Resources Limited,Archean,,,,Yilgarn Craton,Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
333728,Winchester,see Poitrel,QLD,148.2122,-22.1287,mineral deposit,Cbl,,Coal - black,BMA,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333732,Dargues Reef,Majors Creek Gold Project,NSW,149.7472,-35.5382,operating mine,Au,Ag,"Gold, (Silver)",Aurelia Metals Limited,,Magmatic hydrothermal,Intrusion-related,Reduced intrusion-related gold,Lachlan Orogen,,,,"Eastern Province,Lachlan Orogen,Tasman Element"
333735,Janet Ivy,Binduli Project,WA,121.3834,-30.7745,operating mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333737,Mount Playfair,,SA,138.2124,-30.398,mineral deposit,"Mgs, MgO, Mg",,"Magnesite, Magnesia (magnesium oxide), Magnesium",Archer Exlporation Limited,,Basin evaporative,Evaporite,Marine evaporite magnesite,,,,,"Delamerian Orogen,Gawler Craton,South Australian Element"
333738,Red Hill - Kanowna,,WA,121.3181,-30.6128,mineral deposit,Au,,Gold,Barrick Gold Corporation,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
